Daily discharge values from Rijkswaterstaat data 
Date 	Discharge 	
[yyyy-mm-dd] 	[m3/s] 	
2022-08-16 	 408.00000 	
2022-08-17 	 408.00000 	
2022-08-18 	 641.00000 	
2022-08-19 	 110.00000 	
2022-08-20 	 799.00000 	
2022-08-21 	 371.00000 	
2022-08-22 	1273.00000 	
2022-08-23 	 773.00000 	
2022-08-24 	 854.00000 	
2022-08-25 	 221.00000 	
2022-08-26 	 671.00000 	
2022-08-27 	 768.00000 	
2022-08-28 	 746.00000 	
2022-08-29 	 725.00000 	
2022-08-30 	 610.00000 	
2022-08-31 	 743.00000 	
2022-09-01 	 546.00000 	
2022-09-02 	 391.00000 	
2022-09-03 	 444.00000 	
2022-09-04 	 527.00000 	
2022-09-05 	 715.00000 	
2022-09-06 	 593.00000 	
2022-09-07 	1049.00000 	
2022-09-08 	 789.00000 	
2022-09-09 	 562.00000 	
2022-09-10 	 760.00000 	
2022-09-11 	 796.00000 	
2022-09-12 	 658.00000 	
2022-09-13 	 237.00000 	
2022-09-14 	 630.00000 	
2022-09-15 	 163.00000 	
2022-09-16 	 -88.00000 	
2022-09-17 	1019.00000 	
2022-09-18 	 961.00000 	
2022-09-19 	1812.00000 	
2022-09-20 	1624.00000 	
2022-09-21 	1389.00000 	
2022-09-22 	1091.00000 	
2022-09-23 	 640.00000 	
2022-09-24 	 837.00000 	
2022-09-25 	 925.00000 	
2022-09-26 	-376.00000 	
2022-09-27 	1043.00000 	
2022-09-28 	1143.00000 	
2022-09-29 	1055.00000 	
2022-09-30 	1407.00000 	
2022-10-01 	-759.00000 	
2022-10-02 	1058.00000 	
2022-10-03 	1483.00000 	
2022-10-04 	1064.00000 	
2022-10-05 	1027.00000 	
2022-10-06 	1836.00000 	
2022-10-07 	1593.00000 	
2022-10-08 	 928.00000 	
2022-10-09 	1761.00000 	
2022-10-10 	-119.00000 	
2022-10-11 	1548.00000 	
2022-10-12 	1186.00000 	
2022-10-13 	 751.00000 	
2022-10-14 	 733.00000 	
2022-10-15 	 833.00000 	
2022-10-16 	 820.00000 	
2022-10-17 	1211.00000 	
2022-10-18 	 664.00000 	
2022-10-19 	2136.00000 	
2022-10-20 	 511.00000 	
2022-10-21 	 796.00000 	
2022-10-22 	1186.00000 	
2022-10-23 	1158.00000 	
2022-10-24 	 531.00000 	
2022-10-25 	 874.00000 	
2022-10-26 	1195.00000 	
2022-10-27 	 645.00000 	
2022-10-28 	1018.00000 	
2022-10-29 	 802.00000 	
2022-10-30 	1074.00000 	
2022-10-31 	 898.00000 	
2022-11-01 	 494.00000 	
2022-11-02 	 799.00000 	
2022-11-03 	1079.00000 	
2022-11-04 	1371.00000 	
2022-11-05 	1738.00000 	
2022-11-06 	 836.00000 	
2022-11-07 	 752.00000 	
2022-11-08 	1051.00000 	
2022-11-09 	 132.00000 	
2022-11-10 	1134.00000 	
2022-11-11 	 943.00000 	
2022-11-12 	 735.00000 	
2022-11-13 	 918.00000 	
2022-11-14 	 661.00000 	
2022-11-15 	 945.00000 	
2022-11-16 	 487.00000 	
2022-11-17 	 737.00000 	
2022-11-18 	1067.00000 	
2022-11-19 	1749.00000 	
2022-11-20 	 663.00000 	
2022-11-21 	1168.00000 	
2022-11-22 	1116.00000 	
2022-11-23 	1164.00000 	
2022-11-24 	 969.00000 	
2022-11-25 	 727.00000 	
2022-11-26 	1248.00000 	
2022-11-27 	 966.00000 	
2022-11-28 	 470.00000 	
2022-11-29 	1112.00000 	
2022-11-30 	 951.00000 	
2022-12-01 	1069.00000 	
2022-12-02 	1290.00000 	
2022-12-03 	1487.00000 	
2022-12-04 	1199.00000 	
2022-12-05 	1003.00000 	
2022-12-06 	 729.00000 	
2022-12-07 	 700.00000 	
2022-12-08 	 896.00000 	
2022-12-09 	1237.00000 	
2022-12-10 	1206.00000 	
2022-12-11 	 922.00000 	
2022-12-12 	1169.00000 	
2022-12-13 	 901.00000 	
2022-12-14 	 327.00000 	
2022-12-15 	 742.00000 	
2022-12-16 	1208.00000 	
2022-12-17 	1129.00000 	
2022-12-18 	1366.00000 	
2022-12-19 	 634.00000 	
2022-12-20 	 508.00000 	
2022-12-21 	1095.00000 	
2022-12-22 	 654.00000 	
2022-12-23 	 917.00000 	
2022-12-24 	1586.00000 	
2022-12-25 	1442.00000 	
2022-12-26 	1132.00000 	
2022-12-27 	2208.00000 	
2022-12-28 	1241.00000 	
2022-12-29 	 664.00000 	
2022-12-30 	1705.00000 	
2022-12-31 	 561.00000 	
2023-01-01 	1878.00000 	
2023-01-02 	1442.00000 	
2023-01-03 	2125.00000 	
2023-01-04 	 579.00000 	
2023-01-05 	1602.00000 	
2023-01-06 	1302.00000 	
2023-01-07 	1890.00000 	
2023-01-08 	 705.00000 	
2023-01-09 	 625.00000 	
2023-01-10 	2644.00000 	
2023-01-11 	 714.00000 	
2023-01-12 	1539.00000 	
2023-01-13 	1228.00000 	
2023-01-14 	2461.00000 	
2023-01-15 	 717.00000 	
2023-01-16 	1748.00000 	
2023-01-17 	2230.00000 	
2023-01-18 	1857.00000 	
2023-01-19 	2753.00000 	
2023-01-20 	2322.00000 	
2023-01-21 	2417.00000 	
2023-01-22 	1844.00000 	
2023-01-23 	1582.00000 	
2023-01-24 	1327.00000 	
2023-01-25 	1147.00000 	
2023-01-26 	1394.00000 	
2023-01-27 	2003.00000 	
2023-01-28 	1451.00000 	
2023-01-29 	1293.00000 	
2023-01-30 	 214.00000 	
2023-01-31 	1914.00000 	
