NIOZ jetty LON=4.789E   LAT=53.002N , depth of sensors -1.5 meter NAP.
Intervals of 60 minutes 
TM = YYYYMMDDHHmm (YYYY=year, MM=month, DD=day, HH=hour, mm=minute) in UTC
ET = excel decimal time 
T = median value of temperature from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)
T_std = standard deviation of temperature within the interval 
T_N = number of data points for temperature within the interval 
T_max = maximum temperature within the interval 
T_min = minimum temperature within the interval 
T_flag = quality flag 
S = median value of salinity from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)
S_std = standard deviation of salinity within the interval 
S_N = number of data points for salinity within the interval 
S_max = maximum salinity within the interval 
S_min = minimum salinity within the interval 
S_flag = quality flag 
Temperature in [degrees Celsius], Salinity in [PSU] 
Quality flags:  -1=No flag available, 1=OK, 2=corrected values (OK), 3=manual discard, 4=variability discard, 5=outlier discard, 8=cleaning period, 9=missing (value indicates ranking) 

TM;ET;T;T_std;T_N;T_max;T_min;T_flag;S;S_std;S_N;S_max;S_min;S_flag 
202001061200; 43836.50000000;  5.798;  0.014;      5;  5.815;  5.782;    1; 23.841;  2.119;      5; 24.451; 20.261;    1 
202001061300; 43836.54166667;  5.874;  0.030;      6;  5.915;  5.852;    1; 24.541;  0.496;      6; 24.871; 23.621;    1 
202001061400; 43836.58333333;  6.006;  0.125;      6;  6.205;  5.920;    1; 23.746;  1.776;      6; 24.451; 19.631;    1 
202001061500; 43836.62500000;  6.317;  0.169;      6;  6.436;  6.053;    1; 25.081;  1.011;      6; 26.271; 23.391;    1 
202001061600; 43836.66666667;  6.259;  0.104;      5;  6.328;  6.059;    1; 26.511;  0.669;      5; 27.881; 26.151;    1 
202001061700; 43836.70833333;  6.129;  0.056;      6;  6.252;  6.093;    1; 26.536;  2.281;      6; 27.711; 21.681;    1 
202001061800; 43836.75000000;  6.247;  0.022;      6;  6.268;  6.209;    1; 26.231;  2.861;      6; 28.241; 20.631;    1 
202001061900; 43836.79166667;  6.160;  0.077;      6;  6.211;  6.005;    1; 25.551;  2.172;      6; 27.231; 21.451;    1 
202001062000; 43836.83333333;  5.937;  0.022;      5;  5.965;  5.908;    1; 21.561;  0.820;      5; 21.871; 19.941;    1 
202001062100; 43836.87500000;  5.838;  0.079;      6;  5.908;  5.719;    1; 20.331;  2.232;      6; 24.321; 19.081;    1 
202001062200; 43836.91666667;  5.747;  0.035;      6;  5.813;  5.707;    1; 20.756;  2.198;      6; 24.381; 19.811;    1 
202001062300; 43836.95833333;  5.695;  0.015;      5;  5.701;  5.664;    1; 24.361;  2.376;      5; 24.571; 18.971;    1 
202001070000; 43837.00000000;  5.832;  0.073;      6;  6.005;  5.808;    1; 25.406;  0.841;      6; 25.781; 23.451;    1 
202001070100; 43837.04166667;  6.265;  0.092;      6;  6.313;  6.058;    1; 25.921;  0.964;      6; 27.661; 25.421;    1 
202001070200; 43837.08333333;  6.351;  0.011;      6;  6.364;  6.332;    1; 25.916;  2.616;      6; 27.481; 21.821;    1 
202001070300; 43837.12500000;  6.473;  0.015;      5;  6.496;  6.455;    1; 27.631;  2.811;      5; 28.231; 22.081;    1 
202001070400; 43837.16666667;  6.556;  0.033;      6;  6.616;  6.528;    1; 28.346;  1.912;      6; 29.321; 24.101;    1 
202001070500; 43837.20833333;  6.644;  0.018;      6;  6.668;  6.619;    1; 29.306;  1.087;      6; 30.071; 27.211;    1 
202001070600; 43837.25000000;  6.620;  0.014;      6;  6.646;  6.609;    1; 25.911;  1.777;      6; 28.561; 24.181;    1 
202001070700; 43837.29166667;  6.598;  0.013;      5;  6.608;  6.576;    1; 24.261;  2.725;      5; 28.951; 23.391;    1 
202001070800; 43837.33333333;  6.209;  0.142;      6;  6.542;  6.174;    1; 27.306;  1.130;      6; 28.261; 25.271;    1 
202001070900; 43837.37500000;  6.182;  0.011;      6;  6.192;  6.163;    1; 21.696;  2.205;      6; 25.801; 19.701;    1 
202001071000; 43837.41666667;  5.994;  0.028;      6;  6.050;  5.974;    1; 24.051;  2.425;      6; 25.451; 19.461;    1 
202001071100; 43837.45833333;  6.058;  0.050;      5;  6.093;  5.974;    1; 21.681;  1.634;      5; 24.661; 21.061;    1 
202001071200; 43837.50000000;  5.882;  0.069;      6;  6.017;  5.840;    1; 19.906;  2.860;      6; 26.561; 18.991;    1 
202001071300; 43837.54166667;  5.969;  0.059;      6;  6.015;  5.878;    1; 24.696;  3.167;      6; 26.601; 19.271;    1 
202001071400; 43837.58333333;  6.126;  0.063;      5;  6.156;  6.021;    1; 27.411;  0.441;      5; 27.601; 26.601;    1 
202001071500; 43837.62500000;  6.160;  0.005;      6;  6.167;  6.153;    1; 27.451;  0.076;      6; 27.621; 27.411;    1 
202001071600; 43837.66666667;  6.261;  0.087;      6;  6.369;  6.161;    1; 28.016;  0.558;      6; 28.831; 27.431;    1 
202001071700; 43837.70833333;  6.306;  0.025;      6;  6.352;  6.280;    1; 28.066;  0.325;      6; 28.631; 27.701;    1 
202001071800; 43837.75000000;  6.295;  0.069;      5;  6.444;  6.278;    1; 27.711;  0.612;      5; 29.021; 27.571;    1 
202001071900; 43837.79166667;  6.349;  0.039;      6;  6.416;  6.312;    1; 28.051;  0.534;      6; 28.721; 27.231;    1 
202001072000; 43837.83333333;  6.346;  0.020;      6;  6.372;  6.314;    1; 27.311;  0.213;      6; 27.631; 27.071;    1 
202001072100; 43837.87500000;  6.384;  0.006;      6;  6.386;  6.372;    1; 27.366;  0.140;      6; 27.681; 27.301;    1 
202001072200; 43837.91666667;  6.119;  0.114;      5;  6.337;  6.040;    1; 26.851;  0.346;      5; 27.401; 26.491;    1 
202001072300; 43837.95833333;  5.973;  0.036;      6;  6.031;  5.946;    1; 26.081;  0.221;      6; 26.411; 25.871;    1 
202001080000; 43838.00000000;  5.985;  0.081;      6;  6.157;  5.935;    1; 25.991;  0.274;      6; 26.581; 25.831;    1 
202001080100; 43838.04166667;  5.998;  0.021;      5;  6.044;  5.994;    1; 26.141;  0.013;      5; 26.141; 26.111;    1 
202001080200; 43838.08333333;  6.092;  0.055;      6;  6.185;  6.048;    1; 26.371;  0.234;      6; 26.731; 26.151;    1 
202001080300; 43838.12500000;  6.215;  0.015;      6;  6.239;  6.200;    1; 26.831;  0.108;      6; 27.051; 26.761;    1 
